_REF_DATE_,GEO,DGUID,Statistic,Expenditures,UOM,VALUE
2015,Quebec,2016A000224,Average expenditure per household,Dental services,Dollars,369
2016,Quebec,2016A000224,Average expenditure per household,Dental services,Dollars,469
2017,Quebec,2016A000224,Average expenditure per household,Dental services,Dollars,458
2010,Quebec,2016A000224,Average expenditure per household,"Public hospital, medical and drug plan premiums",Dollars,292
2011,Quebec,2016A000224,Average expenditure per household,"Public hospital, medical and drug plan premiums",Dollars,292
2012,Quebec,2016A000224,Average expenditure per household,"Public hospital, medical and drug plan premiums",Dollars,281
2013,Quebec,2016A000224,Average expenditure per household,"Public hospital, medical and drug plan premiums",Dollars,314
2010,Quebec,2016A000224,Average expenditure per household,Private health insurance plan premiums,Dollars,613
2011,Quebec,2016A000224,Average expenditure per household,Private health insurance plan premiums,Dollars,720
2012,Quebec,2016A000224,Average expenditure per household,Private health insurance plan premiums,Dollars,650
2013,Quebec,2016A000224,Average expenditure per household,Private health insurance plan premiums,Dollars,800
2014,Quebec,2016A000224,Average expenditure per household,Private health insurance plan premiums,Dollars,1001
2015,Quebec,2016A000224,Average expenditure per household,Private health insurance plan premiums,Dollars,969
2016,Quebec,2016A000224,Average expenditure per household,Private health insurance plan premiums,Dollars,987
2017,Quebec,2016A000224,Average expenditure per household,Private health insurance plan premiums,Dollars,1078
2010,Quebec,2016A000224,Average expenditure per household,Private health care plan premiums,Dollars,461
2011,Quebec,2016A000224,Average expenditure per household,Private health care plan premiums,Dollars,514
2012,Quebec,2016A000224,Average expenditure per household,Private health care plan premiums,Dollars,483
2013,Quebec,2016A000224,Average expenditure per household,Private health care plan premiums,Dollars,574
2014,Quebec,2016A000224,Average expenditure per household,Private health care plan premiums,Dollars,768
2015,Quebec,2016A000224,Average expenditure per household,Private health care plan premiums,Dollars,749
2016,Quebec,2016A000224,Average expenditure per household,Private health care plan premiums,Dollars,738
2017,Quebec,2016A000224,Average expenditure per household,Private health care plan premiums,Dollars,801
2010,Quebec,2016A000224,Average expenditure per household,Dental plan premiums,Dollars,40
2011,Quebec,2016A000224,Average expenditure per household,Dental plan premiums,Dollars,55
2012,Quebec,2016A000224,Average expenditure per household,Dental plan premiums,Dollars,39
2013,Quebec,2016A000224,Average expenditure per household,Dental plan premiums,Dollars,54
2014,Quebec,2016A000224,Average expenditure per household,Dental plan premiums,Dollars,64
2015,Quebec,2016A000224,Average expenditure per household,Dental plan premiums,Dollars,46
2016,Quebec,2016A000224,Average expenditure per household,Dental plan premiums,Dollars,60
2017,Quebec,2016A000224,Average expenditure per household,Dental plan premiums,Dollars,58
2010,Quebec,2016A000224,Average expenditure per household,Accident or disability insurance premiums,Dollars,111
2011,Quebec,2016A000224,Average expenditure per household,Accident or disability insurance premiums,Dollars,151
2012,Quebec,2016A000224,Average expenditure per household,Accident or disability insurance premiums,Dollars,128
2013,Quebec,2016A000224,Average expenditure per household,Accident or disability insurance premiums,Dollars,172
2014,Quebec,2016A000224,Average expenditure per household,Accident or disability insurance premiums,Dollars,168
2015,Quebec,2016A000224,Average expenditure per household,Accident or disability insurance premiums,Dollars,175
2016,Quebec,2016A000224,Average expenditure per household,Accident or disability insurance premiums,Dollars,190
2017,Quebec,2016A000224,Average expenditure per household,Accident or disability insurance premiums,Dollars,219
2010,Quebec,2016A000224,Average expenditure per household,Personal care products,Dollars,662
2011,Quebec,2016A000224,Average expenditure per household,Personal care products,Dollars,651
2012,Quebec,2016A000224,Average expenditure per household,Personal care products,Dollars,554
2013,Quebec,2016A000224,Average expenditure per household,Personal care products,Dollars,672
2014,Quebec,2016A000224,Average expenditure per household,Personal care products,Dollars,498
2015,Quebec,2016A000224,Average expenditure per household,Personal care products,Dollars,674
2016,Quebec,2016A000224,Average expenditure per household,Personal care products,Dollars,765
2017,Quebec,2016A000224,Average expenditure per household,Personal care products,Dollars,640
2010,Quebec,2016A000224,Average expenditure per household,Hair care products,Dollars,84
2011,Quebec,2016A000224,Average expenditure per household,Hair care products,Dollars,65
2012,Quebec,2016A000224,Average expenditure per household,Hair care products,Dollars,68
2013,Quebec,2016A000224,Average expenditure per household,Hair care products,Dollars,88
2014,Quebec,2016A000224,Average expenditure per household,Hair care products,Dollars,57
2015,Quebec,2016A000224,Average expenditure per household,Hair care products,Dollars,83
2016,Quebec,2016A000224,Average expenditure per household,Hair care products,Dollars,101
2017,Quebec,2016A000224,Average expenditure per household,Hair care products,Dollars,69
2010,Quebec,2016A000224,Average expenditure per household,"Makeup, skin care, manicure and fragrance products",Dollars,259
2011,Quebec,2016A000224,Average expenditure per household,"Makeup, skin care, manicure and fragrance products",Dollars,236
2012,Quebec,2016A000224,Average expenditure per household,"Makeup, skin care, manicure and fragrance products",Dollars,196
2013,Quebec,2016A000224,Average expenditure per household,"Makeup, skin care, manicure and fragrance products",Dollars,291
2014,Quebec,2016A000224,Average expenditure per household,"Makeup, skin care, manicure and fragrance products",Dollars,181
2015,Quebec,2016A000224,Average expenditure per household,"Makeup, skin care, manicure and fragrance products",Dollars,319
2016,Quebec,2016A000224,Average expenditure per household,"Makeup, skin care, manicure and fragrance products",Dollars,344
2017,Quebec,2016A000224,Average expenditure per household,"Makeup, skin care, manicure and fragrance products",Dollars,245
2010,Quebec,2016A000224,Average expenditure per household,"Makeup, skin care and manicure products",Dollars,244
2011,Quebec,2016A000224,Average expenditure per household,"Makeup, skin care and manicure products",Dollars,218
2012,Quebec,2016A000224,Average expenditure per household,"Makeup, skin care and manicure products",Dollars,175
2013,Quebec,2016A000224,Average expenditure per household,"Makeup, skin care and manicure products",Dollars,281
2014,Quebec,2016A000224,Average expenditure per household,"Makeup, skin care and manicure products",Dollars,166
2015,Quebec,2016A000224,Average expenditure per household,"Makeup, skin care and manicure products",Dollars,294
2016,Quebec,2016A000224,Average expenditure per household,"Makeup, skin care and manicure products",Dollars,320
2017,Quebec,2016A000224,Average expenditure per household,"Makeup, skin care and manicure products",Dollars,199
2010,Quebec,2016A000224,Average expenditure per household,Fragrance products,Dollars,16
2011,Quebec,2016A000224,Average expenditure per household,Fragrance products,Dollars,18
2010,Quebec,2016A000224,Average expenditure per household,Personal deodorants,Dollars,17
2011,Quebec,2016A000224,Average expenditure per household,Personal deodorants,Dollars,22
2012,Quebec,2016A000224,Average expenditure per household,Personal deodorants,Dollars,20
2013,Quebec,2016A000224,Average expenditure per household,Personal deodorants,Dollars,22
2014,Quebec,2016A000224,Average expenditure per household,Personal deodorants,Dollars,15
2015,Quebec,2016A000224,Average expenditure per household,Personal deodorants,Dollars,13
2016,Quebec,2016A000224,Average expenditure per household,Personal deodorants,Dollars,14
2017,Quebec,2016A000224,Average expenditure per household,Personal deodorants,Dollars,17
2010,Quebec,2016A000224,Average expenditure per household,Body soaps,Dollars,40
2011,Quebec,2016A000224,Average expenditure per household,Body soaps,Dollars,38
2012,Quebec,2016A000224,Average expenditure per household,Body soaps,Dollars,31
2013,Quebec,2016A000224,Average expenditure per household,Body soaps,Dollars,48
2014,Quebec,2016A000224,Average expenditure per household,Body soaps,Dollars,43
2015,Quebec,2016A000224,Average expenditure per household,Body soaps,Dollars,56
2016,Quebec,2016A000224,Average expenditure per household,Body soaps,Dollars,42
2017,Quebec,2016A000224,Average expenditure per household,Body soaps,Dollars,36
2010,Quebec,2016A000224,Average expenditure per household,Oral hygiene products,Dollars,59
2011,Quebec,2016A000224,Average expenditure per household,Oral hygiene products,Dollars,50
2012,Quebec,2016A000224,Average expenditure per household,Oral hygiene products,Dollars,54
2013,Quebec,2016A000224,Average expenditure per household,Oral hygiene products,Dollars,52
2014,Quebec,2016A000224,Average expenditure per household,Oral hygiene products,Dollars,49
2015,Quebec,2016A000224,Average expenditure per household,Oral hygiene products,Dollars,40
2016,Quebec,2016A000224,Average expenditure per household,Oral hygiene products,Dollars,65
2017,Quebec,2016A000224,Average expenditure per household,Oral hygiene products,Dollars,70
2010,Quebec,2016A000224,Average expenditure per household,Disposable diapers,Dollars,64
2011,Quebec,2016A000224,Average expenditure per household,Disposable diapers,Dollars,50
2012,Quebec,2016A000224,Average expenditure per household,Disposable diapers,Dollars,26
2013,Quebec,2016A000224,Average expenditure per household,Disposable diapers,Dollars,35
2014,Quebec,2016A000224,Average expenditure per household,Disposable diapers,Dollars,60
2015,Quebec,2016A000224,Average expenditure per household,Disposable diapers,Dollars,42
2016,Quebec,2016A000224,Average expenditure per household,Disposable diapers,Dollars,40
2017,Quebec,2016A000224,Average expenditure per household,Disposable diapers,Dollars,58
2010,Quebec,2016A000224,Average expenditure per household,Other personal care supplies and equipment,Dollars,139
2011,Quebec,2016A000224,Average expenditure per household,Other personal care supplies and equipment,Dollars,190
2012,Quebec,2016A000224,Average expenditure per household,Other personal care supplies and equipment,Dollars,159
2013,Quebec,2016A000224,Average expenditure per household,Other personal care supplies and equipment,Dollars,136
2014,Quebec,2016A000224,Average expenditure per household,Other personal care supplies and equipment,Dollars,93
2015,Quebec,2016A000224,Average expenditure per household,Other personal care supplies and equipment,Dollars,121
2016,Quebec,2016A000224,Average expenditure per household,Other personal care supplies and equipment,Dollars,160
2017,Quebec,2016A000224,Average expenditure per household,Other personal care supplies and equipment,Dollars,145
2010,Quebec,2016A000224,Average expenditure per household,Personal care services,Dollars,336
2011,Quebec,2016A000224,Average expenditure per household,Personal care services,Dollars,427
2012,Quebec,2016A000224,Average expenditure per household,Personal care services,Dollars,525
2013,Quebec,2016A000224,Average expenditure per household,Personal care services,Dollars,522
2014,Quebec,2016A000224,Average expenditure per household,Personal care services,Dollars,542
2015,Quebec,2016A000224,Average expenditure per household,Personal care services,Dollars,494
2016,Quebec,2016A000224,Average expenditure per household,Personal care services,Dollars,513
2017,Quebec,2016A000224,Average expenditure per household,Personal care services,Dollars,531
2010,Quebec,2016A000224,Average expenditure per household,Hair grooming services,Dollars,231
2011,Quebec,2016A000224,Average expenditure per household,Hair grooming services,Dollars,280
2012,Quebec,2016A000224,Average expenditure per household,Hair grooming services,Dollars,411
2013,Quebec,2016A000224,Average expenditure per household,Hair grooming services,Dollars,414
2014,Quebec,2016A000224,Average expenditure per household,Hair grooming services,Dollars,409
2015,Quebec,2016A000224,Average expenditure per household,Hair grooming services,Dollars,388
2016,Quebec,2016A000224,Average expenditure per household,Hair grooming services,Dollars,403
2017,Quebec,2016A000224,Average expenditure per household,Hair grooming services,Dollars,410
2010,Quebec,2016A000224,Average expenditure per household,Other personal care services,Dollars,105
2011,Quebec,2016A000224,Average expenditure per household,Other personal care services,Dollars,146
2012,Quebec,2016A000224,Average expenditure per household,Other personal care services,Dollars,114
2013,Quebec,2016A000224,Average expenditure per household,Other personal care services,Dollars,108
2014,Quebec,2016A000224,Average expenditure per household,Other personal care services,Dollars,132
2015,Quebec,2016A000224,Average expenditure per household,Other personal care services,Dollars,105
2016,Quebec,2016A000224,Average expenditure per household,Other personal care services,Dollars,109
2017,Quebec,2016A000224,Average expenditure per household,Other personal care services,Dollars,121
2010,Quebec,2016A000224,Average expenditure per household,"Sports, athletic and recreation equipment and related services",Dollars,110
2011,Quebec,2016A000224,Average expenditure per household,"Sports, athletic and recreation equipment and related services",Dollars,69
2012,Quebec,2016A000224,Average expenditure per household,"Sports, athletic and recreation equipment and related services",Dollars,98
2013,Quebec,2016A000224,Average expenditure per household,"Sports, athletic and recreation equipment and related services",Dollars,104
2014,Quebec,2016A000224,Average expenditure per household,"Sports, athletic and recreation equipment and related services",Dollars,116
2015,Quebec,2016A000224,Average expenditure per household,"Sports, athletic and recreation equipment and related services",Dollars,95
2016,Quebec,2016A000224,Average expenditure per household,"Sports, athletic and recreation equipment and related services",Dollars,91
2010,Quebec,2016A000224,Average expenditure per household,Children's toys,Dollars,96
2011,Quebec,2016A000224,Average expenditure per household,Children's toys,Dollars,106
2012,Quebec,2016A000224,Average expenditure per household,Children's toys,Dollars,120
2013,Quebec,2016A000224,Average expenditure per household,Children's toys,Dollars,112
2014,Quebec,2016A000224,Average expenditure per household,Children's toys,Dollars,79
2015,Quebec,2016A000224,Average expenditure per household,Children's toys,Dollars,138
2016,Quebec,2016A000224,Average expenditure per household,Children's toys,Dollars,136
2017,Quebec,2016A000224,Average expenditure per household,Children's toys,Dollars,137
2010,Quebec,2016A000224,Average expenditure per household,Video game systems and accessories (excluding for computers),Dollars,93
2011,Quebec,2016A000224,Average expenditure per household,Video game systems and accessories (excluding for computers),Dollars,40
2010,Quebec,2016A000224,Average expenditure per household,Art and craft materials,Dollars,9
2011,Quebec,2016A000224,Average expenditure per household,Art and craft materials,Dollars,12
2015,Quebec,2016A000224,Average expenditure per household,Art and craft materials,Dollars,21
2016,Quebec,2016A000224,Average expenditure per household,Art and craft materials,Dollars,16
2010,Quebec,2016A000224,Average expenditure per household,Computer equipment and supplies,Dollars,321
2011,Quebec,2016A000224,Average expenditure per household,Computer equipment and supplies,Dollars,288
2012,Quebec,2016A000224,Average expenditure per household,Computer equipment and supplies,Dollars,350
2013,Quebec,2016A000224,Average expenditure per household,Computer equipment and supplies,Dollars,301
2014,Quebec,2016A000224,Average expenditure per household,Computer equipment and supplies,Dollars,282
2015,Quebec,2016A000224,Average expenditure per household,Computer equipment and supplies,Dollars,257
2016,Quebec,2016A000224,Average expenditure per household,Computer equipment and supplies,Dollars,271
2017,Quebec,2016A000224,Average expenditure per household,Computer equipment and supplies,Dollars,306
2010,Quebec,2016A000224,Average expenditure per household,Computer hardware,Dollars,209
2011,Quebec,2016A000224,Average expenditure per household,Computer hardware,Dollars,205
2012,Quebec,2016A000224,Average expenditure per household,Computer hardware,Dollars,192
2013,Quebec,2016A000224,Average expenditure per household,Computer hardware,Dollars,179
2014,Quebec,2016A000224,Average expenditure per household,Computer hardware,Dollars,156
2015,Quebec,2016A000224,Average expenditure per household,Computer hardware,Dollars,136
2016,Quebec,2016A000224,Average expenditure per household,Computer hardware,Dollars,130
2017,Quebec,2016A000224,Average expenditure per household,Computer hardware,Dollars,155
2011,Quebec,2016A000224,Average expenditure per household,Computer software and video game systems,Dollars,21
2010,Quebec,2016A000224,Average expenditure per household,Computer supplies and other equipment,Dollars,93
2011,Quebec,2016A000224,Average expenditure per household,Computer supplies and other equipment,Dollars,62
2016,Quebec,2016A000224,Average expenditure per household,Computer supplies and other equipment,Dollars,61
2017,Quebec,2016A000224,Average expenditure per household,Computer supplies and other equipment,Dollars,69
2010,Quebec,2016A000224,Average expenditure per household,Photographic goods and services,Dollars,121
2011,Quebec,2016A000224,Average expenditure per household,Photographic goods and services,Dollars,92
2012,Quebec,2016A000224,Average expenditure per household,Photographic goods and services,Dollars,40
2013,Quebec,2016A000224,Average expenditure per household,Photographic goods and services,Dollars,55
2014,Quebec,2016A000224,Average expenditure per household,Photographic goods and services,Dollars,50
2015,Quebec,2016A000224,Average expenditure per household,Photographic goods and services,Dollars,63
2016,Quebec,2016A000224,Average expenditure per household,Photographic goods and services,Dollars,56
2014,Quebec,2016A000224,Average expenditure per household,Cameras and accessories,Dollars,8
2010,Quebec,2016A000224,Average expenditure per household,Photographic services,Dollars,89
2011,Quebec,2016A000224,Average expenditure per household,Photographic services,Dollars,53
2012,Quebec,2016A000224,Average expenditure per household,Photographic services,Dollars,37
2013,Quebec,2016A000224,Average expenditure per household,Photographic services,Dollars,44
2014,Quebec,2016A000224,Average expenditure per household,Photographic services,Dollars,42
2015,Quebec,2016A000224,Average expenditure per household,Photographic services,Dollars,44
2016,Quebec,2016A000224,Average expenditure per household,Photographic services,Dollars,42
2017,Quebec,2016A000224,Average expenditure per household,Photographic services,Dollars,41
2010,Quebec,2016A000224,Average expenditure per household,"Collectors' items (e.g. stamps, coins)",Dollars,8
2012,Quebec,2016A000224,Average expenditure per household,"Collectors' items (e.g. stamps, coins)",Dollars,11
2013,Quebec,2016A000224,Average expenditure per household,"Collectors' items (e.g. stamps, coins)",Dollars,13
2015,Quebec,2016A000224,Average expenditure per household,"Collectors' items (e.g. stamps, coins)",Dollars,12
2017,Quebec,2016A000224,Average expenditure per household,"Collectors' items (e.g. stamps, coins)",Dollars,16
2010,Quebec,2016A000224,Average expenditure per household,Other recreational equipment and related services,Dollars,70
2011,Quebec,2016A000224,Average expenditure per household,Other recreational equipment and related services,Dollars,86
2013,Quebec,2016A000224,Average expenditure per household,Other recreational equipment and related services,Dollars,204
2015,Quebec,2016A000224,Average expenditure per household,Other recreational equipment and related services,Dollars,101
2016,Quebec,2016A000224,Average expenditure per household,Other recreational equipment and related services,Dollars,106
2010,Quebec,2016A000224,Average expenditure per household,Home entertainment equipment,Dollars,402
2011,Quebec,2016A000224,Average expenditure per household,Home entertainment equipment,Dollars,337
2012,Quebec,2016A000224,Average expenditure per household,Home entertainment equipment,Dollars,256
2013,Quebec,2016A000224,Average expenditure per household,Home entertainment equipment,Dollars,252
2014,Quebec,2016A000224,Average expenditure per household,Home entertainment equipment,Dollars,190
2015,Quebec,2016A000224,Average expenditure per household,Home entertainment equipment,Dollars,192
2016,Quebec,2016A000224,Average expenditure per household,Home entertainment equipment,Dollars,133
2017,Quebec,2016A000224,Average expenditure per household,Home entertainment equipment,Dollars,156
2010,Quebec,2016A000224,Average expenditure per household,Audio equipment,Dollars,49
2011,Quebec,2016A000224,Average expenditure per household,Audio equipment,Dollars,30
2012,Quebec,2016A000224,Average expenditure per household,Audio equipment,Dollars,25
2013,Quebec,2016A000224,Average expenditure per household,Audio equipment,Dollars,24
2014,Quebec,2016A000224,Average expenditure per household,Audio equipment,Dollars,19
2015,Quebec,2016A000224,Average expenditure per household,Audio equipment,Dollars,16
2016,Quebec,2016A000224,Average expenditure per household,Audio equipment,Dollars,13
2017,Quebec,2016A000224,Average expenditure per household,Audio equipment,Dollars,16
2010,Quebec,2016A000224,Average expenditure per household,Video equipment,Dollars,186
2011,Quebec,2016A000224,Average expenditure per household,Video equipment,Dollars,192
2012,Quebec,2016A000224,Average expenditure per household,Video equipment,Dollars,154
2013,Quebec,2016A000224,Average expenditure per household,Video equipment,Dollars,131
2014,Quebec,2016A000224,Average expenditure per household,Video equipment,Dollars,121
2015,Quebec,2016A000224,Average expenditure per household,Video equipment,Dollars,105
2016,Quebec,2016A000224,Average expenditure per household,Video equipment,Dollars,78
2017,Quebec,2016A000224,Average expenditure per household,Video equipment,Dollars,107
2010,Quebec,2016A000224,Average expenditure per household,Blu-ray players,Dollars,12
2011,Quebec,2016A000224,Average expenditure per household,Blu-ray players,Dollars,9
2012,Quebec,2016A000224,Average expenditure per household,Blu-ray players,Dollars,8
2013,Quebec,2016A000224,Average expenditure per household,Blu-ray players,Dollars,6
2014,Quebec,2016A000224,Average expenditure per household,Blu-ray players,Dollars,5
2015,Quebec,2016A000224,Average expenditure per household,Blu-ray players,Dollars,6
2016,Quebec,2016A000224,Average expenditure per household,Blu-ray players,Dollars,3
2017,Quebec,2016A000224,Average expenditure per household,Blu-ray players,Dollars,3
2010,Quebec,2016A000224,Average expenditure per household,DVD players,Dollars,8
2011,Quebec,2016A000224,Average expenditure per household,DVD players,Dollars,3
2012,Quebec,2016A000224,Average expenditure per household,DVD players,Dollars,4
2013,Quebec,2016A000224,Average expenditure per household,DVD players,Dollars,2
2015,Quebec,2016A000224,Average expenditure per household,DVD players,Dollars,1
2017,Quebec,2016A000224,Average expenditure per household,DVD players,Dollars,1
2010,Quebec,2016A000224,Average expenditure per household,Televisions and other video equipment and accessories,Dollars,166
2011,Quebec,2016A000224,Average expenditure per household,Televisions and other video equipment and accessories,Dollars,179
2012,Quebec,2016A000224,Average expenditure per household,Televisions and other video equipment and accessories,Dollars,142
2013,Quebec,2016A000224,Average expenditure per household,Televisions and other video equipment and accessories,Dollars,123
2014,Quebec,2016A000224,Average expenditure per household,Televisions and other video equipment and accessories,Dollars,113
2015,Quebec,2016A000224,Average expenditure per household,Televisions and other video equipment and accessories,Dollars,98
2016,Quebec,2016A000224,Average expenditure per household,Televisions and other video equipment and accessories,Dollars,74
2017,Quebec,2016A000224,Average expenditure per household,Televisions and other video equipment and accessories,Dollars,103
2010,Quebec,2016A000224,Average expenditure per household,Home theatre systems,Dollars,64
2011,Quebec,2016A000224,Average expenditure per household,Home theatre systems,Dollars,28
2012,Quebec,2016A000224,Average expenditure per household,Home theatre systems,Dollars,18
2013,Quebec,2016A000224,Average expenditure per household,Home theatre systems,Dollars,20
2014,Quebec,2016A000224,Average expenditure per household,Home theatre systems,Dollars,17
2015,Quebec,2016A000224,Average expenditure per household,Home theatre systems,Dollars,26
2016,Quebec,2016A000224,Average expenditure per household,Home theatre systems,Dollars,10
2017,Quebec,2016A000224,Average expenditure per household,Home theatre systems,Dollars,9
2010,Quebec,2016A000224,Average expenditure per household,"Pre-recorded media, music downloads and blank audio and video media",Dollars,104
2011,Quebec,2016A000224,Average expenditure per household,"Pre-recorded media, music downloads and blank audio and video media",Dollars,88
2012,Quebec,2016A000224,Average expenditure per household,"Pre-recorded media, music downloads and blank audio and video media",Dollars,60
2013,Quebec,2016A000224,Average expenditure per household,"Pre-recorded media, music downloads and blank audio and video media",Dollars,77
2014,Quebec,2016A000224,Average expenditure per household,"Pre-recorded media, music downloads and blank audio and video media",Dollars,34
2015,Quebec,2016A000224,Average expenditure per household,"Pre-recorded media, music downloads and blank audio and video media",Dollars,45
2016,Quebec,2016A000224,Average expenditure per household,"Pre-recorded media, music downloads and blank audio and video media",Dollars,32
2011,Quebec,2016A000224,Average expenditure per household,Home entertainment services,Dollars,28
2012,Quebec,2016A000224,Average expenditure per household,Home entertainment services,Dollars,23
2014,Quebec,2016A000224,Average expenditure per household,Home entertainment services,Dollars,20
2010,Quebec,2016A000224,Average expenditure per household,Rental of video media,Dollars,21
2011,Quebec,2016A000224,Average expenditure per household,Rental of video media,Dollars,18
2012,Quebec,2016A000224,Average expenditure per household,Rental of video media,Dollars,16
2013,Quebec,2016A000224,Average expenditure per household,Rental of video media,Dollars,11
2014,Quebec,2016A000224,Average expenditure per household,Rental of video media,Dollars,11
2015,Quebec,2016A000224,Average expenditure per household,Rental of video media,Dollars,9
2010,Quebec,2016A000224,Average expenditure per household,Entertainment,Dollars,671
2011,Quebec,2016A000224,Average expenditure per household,Entertainment,Dollars,711
2012,Quebec,2016A000224,Average expenditure per household,Entertainment,Dollars,730
2013,Quebec,2016A000224,Average expenditure per household,Entertainment,Dollars,789
2014,Quebec,2016A000224,Average expenditure per household,Entertainment,Dollars,734
2015,Quebec,2016A000224,Average expenditure per household,Entertainment,Dollars,779
2016,Quebec,2016A000224,Average expenditure per household,Entertainment,Dollars,794
2017,Quebec,2016A000224,Average expenditure per household,Entertainment,Dollars,800
2010,Quebec,2016A000224,Average expenditure per household,Movie theatres,Dollars,45
2011,Quebec,2016A000224,Average expenditure per household,Movie theatres,Dollars,60
2012,Quebec,2016A000224,Average expenditure per household,Movie theatres,Dollars,63
2014,Quebec,2016A000224,Average expenditure per household,Movie theatres,Dollars,46
2015,Quebec,2016A000224,Average expenditure per household,Movie theatres,Dollars,39
2016,Quebec,2016A000224,Average expenditure per household,Movie theatres,Dollars,71
2017,Quebec,2016A000224,Average expenditure per household,Movie theatres,Dollars,69
2010,Quebec,2016A000224,Average expenditure per household,Live sporting and performing arts events,Dollars,73
2011,Quebec,2016A000224,Average expenditure per household,Live sporting and performing arts events,Dollars,71
2012,Quebec,2016A000224,Average expenditure per household,Live sporting and performing arts events,Dollars,76
2013,Quebec,2016A000224,Average expenditure per household,Live sporting and performing arts events,Dollars,104
2015,Quebec,2016A000224,Average expenditure per household,Live sporting and performing arts events,Dollars,111
2016,Quebec,2016A000224,Average expenditure per household,Live sporting and performing arts events,Dollars,67
2010,Quebec,2016A000224,Average expenditure per household,"Admission fees to museums, zoos and other sites",Dollars,66
2011,Quebec,2016A000224,Average expenditure per household,"Admission fees to museums, zoos and other sites",Dollars,62
2015,Quebec,2016A000224,Average expenditure per household,"Admission fees to museums, zoos and other sites",Dollars,71
2016,Quebec,2016A000224,Average expenditure per household,"Admission fees to museums, zoos and other sites",Dollars,83
2017,Quebec,2016A000224,Average expenditure per household,"Admission fees to museums, zoos and other sites",Dollars,71
2010,Quebec,2016A000224,Average expenditure per household,"Television and satellite radio services (including installation, service and pay TV charges)",Dollars,488
2011,Quebec,2016A000224,Average expenditure per household,"Television and satellite radio services (including installation, service and pay TV charges)",Dollars,519
2012,Quebec,2016A000224,Average expenditure per household,"Television and satellite radio services (including installation, service and pay TV charges)",Dollars,550
2013,Quebec,2016A000224,Average expenditure per household,"Television and satellite radio services (including installation, service and pay TV charges)",Dollars,553
2014,Quebec,2016A000224,Average expenditure per household,"Television and satellite radio services (including installation, service and pay TV charges)",Dollars,564
2015,Quebec,2016A000224,Average expenditure per household,"Television and satellite radio services (including installation, service and pay TV charges)",Dollars,558
2016,Quebec,2016A000224,Average expenditure per household,"Television and satellite radio services (including installation, service and pay TV charges)",Dollars,573
2017,Quebec,2016A000224,Average expenditure per household,"Television and satellite radio services (including installation, service and pay TV charges)",Dollars,548
2010,Quebec,2016A000224,Average expenditure per household,"Rental of cablevision services (including any installation, service and pay TV charges)",Dollars,346
2011,Quebec,2016A000224,Average expenditure per household,"Rental of cablevision services (including any installation, service and pay TV charges)",Dollars,392
2012,Quebec,2016A000224,Average expenditure per household,"Rental of cablevision services (including any installation, service and pay TV charges)",Dollars,391
2013,Quebec,2016A000224,Average expenditure per household,"Rental of cablevision services (including any installation, service and pay TV charges)",Dollars,413
2010,Quebec,2016A000224,Average expenditure per household,"Rental of satellite TV or radio services (including installation, service and pay TV charges)",Dollars,142
2011,Quebec,2016A000224,Average expenditure per household,"Rental of satellite TV or radio services (including installation, service and pay TV charges)",Dollars,127
2012,Quebec,2016A000224,Average expenditure per household,"Rental of satellite TV or radio services (including installation, service and pay TV charges)",Dollars,159
2013,Quebec,2016A000224,Average expenditure per household,"Rental of satellite TV or radio services (including installation, service and pay TV charges)",Dollars,139
2010,Quebec,2016A000224,Average expenditure per household,Use of recreation facilities,Dollars,190
2011,Quebec,2016A000224,Average expenditure per household,Use of recreation facilities,Dollars,221
2012,Quebec,2016A000224,Average expenditure per household,Use of recreation facilities,Dollars,251
2013,Quebec,2016A000224,Average expenditure per household,Use of recreation facilities,Dollars,227
2014,Quebec,2016A000224,Average expenditure per household,Use of recreation facilities,Dollars,294
2015,Quebec,2016A000224,Average expenditure per household,Use of recreation facilities,Dollars,316
2016,Quebec,2016A000224,Average expenditure per household,Use of recreation facilities,Dollars,342
2017,Quebec,2016A000224,Average expenditure per household,Use of recreation facilities,Dollars,331
2010,Quebec,2016A000224,Average expenditure per household,Dues and fees for sports and recreation facilities,Dollars,159
2011,Quebec,2016A000224,Average expenditure per household,Dues and fees for sports and recreation facilities,Dollars,181
2012,Quebec,2016A000224,Average expenditure per household,Dues and fees for sports and recreation facilities,Dollars,193
2013,Quebec,2016A000224,Average expenditure per household,Dues and fees for sports and recreation facilities,Dollars,194
2014,Quebec,2016A000224,Average expenditure per household,Dues and fees for sports and recreation facilities,Dollars,246
2015,Quebec,2016A000224,Average expenditure per household,Dues and fees for sports and recreation facilities,Dollars,271
2016,Quebec,2016A000224,Average expenditure per household,Dues and fees for sports and recreation facilities,Dollars,291
2017,Quebec,2016A000224,Average expenditure per household,Dues and fees for sports and recreation facilities,Dollars,283
2010,Quebec,2016A000224,Average expenditure per household,Children's camps,Dollars,31
2011,Quebec,2016A000224,Average expenditure per household,Children's camps,Dollars,40
2012,Quebec,2016A000224,Average expenditure per household,Children's camps,Dollars,57
2013,Quebec,2016A000224,Average expenditure per household,Children's camps,Dollars,33
2014,Quebec,2016A000224,Average expenditure per household,Children's camps,Dollars,48
2015,Quebec,2016A000224,Average expenditure per household,Children's camps,Dollars,45
2016,Quebec,2016A000224,Average expenditure per household,Children's camps,Dollars,51
2017,Quebec,2016A000224,Average expenditure per household,Children's camps,Dollars,48
